Gene,40 S 3hrs,40 S 24hrs,40 S 48hrs,40 S 72hrs,40 T 3hrs,40 T 24hrs,40 T 48hrs,40 T 72hrs,41 S 24hrs,41 S 48hrs,41 S 72hrs,96 S 3hrs,96 S 24hrs,96 S 48hrs,96 S 72hrs,96 T 3hrs,96 T 24hrs,96 T 48hrs,96 T 72hrs
TMEM164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM171,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM175,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM177,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM179B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM184A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM184B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM186,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM187,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM189,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM191A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM198B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM200A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TMEM200B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM201,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM208,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM214,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM217,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM218,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
TMEM222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM229B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM234,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TMEM238,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TMEM243,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TMEM248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM250,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM255A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TMEM255B,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
TMEM256,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM263,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM33,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TMEM38A,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
TMEM38B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TMEM40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM41A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TMEM41B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM45A,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
TMEM45B,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
TMEM50A,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM50B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM52B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM59,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM63A,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM63B,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM69,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
TMEM70,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM86A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM87A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM87B,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM8B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TMEM92,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
TMEM94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM97,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM98,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
TMEM99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM9B,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMF1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TMOD1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMOD2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMOD3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMPO,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS11A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS11D,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
TMSB10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMSB4X,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
TMSB4XP4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMTC3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUB1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUB2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMX1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMX2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TMX3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNC,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
TNF,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
TNFAIP1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
TNFAIP3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
TNFAIP8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TNFRSF10A,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TNFRSF10B,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
TNFRSF10D,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF12A,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
TNFRSF14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1A,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TNFRSF21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TNFRSF9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
TNFSF10,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
TNFSF15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TNFSF18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TNIP1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
TNIP3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNK2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TNKS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNKS1BP1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNKS2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNNI2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TNNT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TNPO2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNRC6A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNRC6B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNS1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNS3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TNS4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOB1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOB2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
TOE1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOLLIP,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOM1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOM1L1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TOM1L2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
TOMM20,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMM22,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMM34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TOMM40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMM7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
TOMM70,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TONSL,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP2A,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOP2B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOPBP1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOPORS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR1AIP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR1AIP2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR1B,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOR3A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TOR4A,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TOX,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
TOX2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
TOX4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TP53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53AIP1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
TP53BP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53BP2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53I11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TP53I13,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TP53I3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TP53INP1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TP53INP2,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
TP53RK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TP63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TPBG,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
TPCN1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPD52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TPD52L1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TPD52L2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TPGS2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TPI1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TPK1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TPM1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
TPM3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TPM4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
TPP1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TPP2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TPPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TPR,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRA1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TPRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TPRG1L,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TPRKB,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TPRN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRXL,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TPST1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
TPST2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TPT1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1-AS1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
TPX2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
TRA2A,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRA2B,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRABD,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRABD2A,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRADD,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRAF2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRAF3IP2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAF4,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
TRAF6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAF7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRAK1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAK2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAM1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAM2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRANK1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAP1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
TRAPPC1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2L,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC6A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRDMT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TREM2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRERF1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRHDE,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
TRHDE-AS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
TRIAP1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIB1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TRIB2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
TRIB3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TRIM11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TRIM13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM14,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TRIM16,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
TRIM16L,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TRIM2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
TRIM21,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM28,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
TRIM29,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
TRIM32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
TRIM35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM38,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM47,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TRIM59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM6,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRIM69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM8,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TRIML2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
TRIO,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
TRIOBP,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIP12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIP13,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIP4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIP6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIQK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRMT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT10A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT10C,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
TRMT11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRMT5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT61A,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
TRMU,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRNP1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRNT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TROAP,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRPC1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRPC4AP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRPM4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPM7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TRPT1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPV3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TRUB1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUB2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TSC1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TSC22D1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
TSC22D2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSC22D3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TSC22D4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TSEN15,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TSEN2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TSEN54,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TSFM,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
