Gene,40 S 3hrs,40 S 24hrs,40 S 48hrs,40 S 72hrs,40 T 3hrs,40 T 24hrs,40 T 48hrs,40 T 72hrs,41 S 24hrs,41 S 48hrs,41 S 72hrs,96 S 3hrs,96 S 24hrs,96 S 48hrs,96 S 72hrs,96 T 3hrs,96 T 24hrs,96 T 48hrs,96 T 72hrs
DDX31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX39A,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX3X,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DDX41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX46,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
DDX47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX54,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX56,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX58,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDX60,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
DDX60L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEAF1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DECR1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DEDD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEGS1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEK,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DENND11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND1A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DENND1B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND2B,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DENND2C,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DENND2D,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DENND3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND4B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND5B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND6A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENR,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPDC1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DEPDC1B,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DEPP1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
DERL1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DERL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DESI1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DET1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGAT1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
DGCR2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DGCR8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKA,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DGKD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DGKE,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DGKG,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DGKH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
DGKQ,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DGKZ,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
DGLUCY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DGUOK-AS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DHCR24,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
DHCR7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
DHDH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHFR,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DHODH,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DHRS1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DHRS11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DHRS2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
DHRS3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
DHRS4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DHRS4L2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS7B,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DHRS9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DHRSX,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DHTKD1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DHX29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DHX30,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DHX32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DHX35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DHX57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX9,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
DIAPH2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAPH3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DIMT1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DIO2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DIP2A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DIP2B,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DIP2C,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DIPK1A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIPK2A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIS3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DIS3L,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DKC1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
DKK1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
DKK3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DLAT,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DLC1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DLD,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DLEU2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLG4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DLG5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DLGAP4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
DLGAP5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DLK2,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
DLL1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DLX2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DLX3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
DLX4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DMAC1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DMAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DMD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMKN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DNAAF2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DNAAF3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAAF5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAH14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAH17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DNAH5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
DNAJA1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DNAJA3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DNAJB1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
DNAJB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNAJB14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB2,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
DNAJB4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
DNAJB9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
DNAJC1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DNAJC16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC19,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAL4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNASE2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNER,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
DNM1L,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNM2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DNM3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNMBP,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DNMT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DNMT3A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DNPEP,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNTTIP2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DOCK6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DOCK9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOHH,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOK4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOK7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONSON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DOT1L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DPF1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DPF2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPH2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
DPH5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DPH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DPH7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DPM3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DPP7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPYSL2,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
DPYSL3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DQX1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DRAP1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRAXIN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DRG1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DROSHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DSC2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
DSC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DSCAM,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DSCC1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DSE,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DSEL,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DSG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DSG2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DSG3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DSN1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DSP,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
DST,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
DSTN,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DSTNP2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DSTYK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DTD1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DTD2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DTL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DTNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DTX2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DTX3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DTX3L,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DTX4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DTYMK,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DUS1L,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DUS2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUS3L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DUSP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DUSP10,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
DUSP11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DUSP14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP16,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DUSP18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DUSP2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DUSP22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DUSP23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DUSP4,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
DUSP5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
DUSP6,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0
DUSP7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DUSP8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DUT,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
DVL1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
DVL3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1H1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DYNC1I2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
DYNC1LI1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNC1LI2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DYNC2H1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DYNC2LI1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLL1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLL2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DYNLRB1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DYNLT3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DYRK1A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK1B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DYRK2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYSF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DZIP1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
DZIP1L,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1
E2F4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
E2F5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
E2F7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
E2F8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
EARS2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EBAG9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
EBF4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EBNA1BP2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EBP,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
EBPL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
ECE2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ECH1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ECI1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
ECI2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ECM2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ECPAS,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ECT2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EDARADD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EDDM13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EDEM1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EDF1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIL3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
EDIL3-DT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EDNRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EDRF1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EEA1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EED,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1AKMT1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1AKMT2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1AKMT3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1AKNMT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1B2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
EEF1E1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EEF2KMT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EFEMP1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
EFHD2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
EFNA1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
EFNA4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EFNA5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
EFNB1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EFNB2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
EFNB3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EFR3A,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EFS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EFTUD2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EGFL8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGLN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EGLN2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EGLN3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
EGR1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
EGR2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
